geo;code;thema;subthema;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Finland;GF0303;Public order and safety;Law courts;2;2;3;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2
Finland;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Finland;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0306;Public order and safety;Public order and safety n.e.c.;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;0;0;0;0
Finland;GF0401;Economic affairs;General economic, commercial and labour affairs;7;7;8;7;7;8;7;7;8;7;7;7;7;7;6;6;6;6;6;7
Finland;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;7;7;7;7;7
Finland;GF0403;Economic affairs;Fuel and energy;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;2
Finland;GF0404;Economic affairs;Mining, manufacturing and construction;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;0;2
Finland;GF0405;Economic affairs;Transport;18;21;20;21;20;19;20;21;23;22;22;24;24;25;24;23;23;22;22;25
Finland;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0407;Economic affairs;Other industries;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Finland;GF0408;Economic affairs;R&D Economic affairs;6;6;6;6;6;6;5;5;6;6;6;6;6;6;5;5;5;5;5;8
Finland;GF0409;Economic affairs;Economic affairs n.e.c.;2;2;1;1;1;1;1;2;1;1;1;1;1;1;0;0;0;0;0;0
Finland;GF0501;Environmental protection;Waste management;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0502;Environmental protection;Waste water management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0503;Environmental protection;Pollution abatement;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Finland;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Finland;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
Finland;GF0601;Housing and community amenities;Housing development;1;1;0;0;-1;-1;0;1;1;1;2;1;1;1;0;0;0;-1;0;0
Finland;GF0602;Housing and community amenities;Community development;3;3;3;3;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2
Finland;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0604;Housing and community amenities;Street lighting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;2
Finland;GF0701;Health;Medical products, appliances and equipment;5;6;6;6;7;6;6;7;7;7;6;7;6;6;7;7;6;6;7;7
Finland;GF0702;Health;Outpatient services;24;25;26;26;27;27;27;29;32;32;33;35;35;36;33;32;31;32;32;34
Finland;GF0703;Health;Hospital services;25;27;28;28;29;29;27;27;30;30;30;32;33;32;31;31;31;31;31;33
Finland;GF0704;Health;Public health services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Finland;GF0705;Health;R&D Health;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
Finland;GF0706;Health;Health n.e.c.;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0
Finland;GF0801;Recreation, culture and religion;Recreational and sporting services;4;4;5;4;4;4;4;4;5;5;4;5;5;5;5;5;5;6;6;6
Finland;GF0802;Recreation, culture and religion;Cultural services;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
Finland;GF0803;Recreation, culture and religion;Broadcasting and publishing services;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3
Finland;GF0804;Recreation, culture and religion;Religious and other community services;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Finland;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0901;Education;Pre-primary and primary education;11;12;12;12;12;11;11;11;12;13;13;13;13;13;13;12;12;12;12;13
Finland;GF0902;Education;Secondary education;25;26;27;27;26;26;25;26;29;28;28;27;27;27;27;26;24;23;24;25
Finland;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0904;Education;Tertiary education;18;19;19;19;19;18;18;17;20;21;20;20;20;20;19;19;18;17;17;17
Finland;GF0905;Education;Education not definable by level;2;3;3;3;3;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2
Finland;GF0906;Education;Subsidiary services to education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF0908;Education;Education n.e.c.;2;2;2;2;1;1;1;2;2;2;1;1;1;1;0;1;1;1;1;1
Finland;GF1001;Social protection;Sickness and disability;39;41;41;41;41;41;39;38;44;44;43;45;45;45;36;33;31;31;31;32
Finland;GF1002;Social protection;Old age;76;80;83;84;83;83;82;85;100;101;105;112;119;122;133;138;137;137;137;145
Finland;GF1003;Social protection;Survivors;8;8;8;8;8;8;7;7;8;8;8;8;8;8;8;7;7;7;6;7
Finland;GF1004;Social protection;Family and children;30;30;30;30;30;29;28;29;32;32;32;33;33;33;32;32;30;30;30;31
Finland;GF1005;Social protection;Unemployment;25;26;27;26;24;22;19;19;24;23;20;20;22;25;26;25;22;19;17;23
Finland;GF1006;Social protection;Housing;3;3;3;3;3;3;2;2;3;3;3;3;3;4;4;5;6;6;6;7
Finland;GF1007;Social protection;Social exclusion n.e.c.;4;4;4;5;5;5;6;6;8;8;8;8;8;9;9;11;10;10;9;10
Finland;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;GF1009;Social protection;Social protection n.e.c.;7;8;8;6;6;6;6;6;7;7;7;7;7;7;4;3;3;3;3;3
Sweden;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;17;16;17;15;16;17;16;18;15;18;18;18;20;19;18;15;15;17;16;18
Sweden;GF0102;General public services;Foreign economic aid;7;7;6;7;8;8;7;8;9;7;8;8;8;8;7;7;8;9;9;9
Sweden;GF0103;General public services;General services;22;23;23;23;23;23;23;23;24;22;23;24;25;23;23;23;24;24;24;24
Sweden;GF0104;General public services;Basic research;11;12;12;12;12;11;12;13;14;15;15;16;16;16;15;15;15;15;15;15
Sweden;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0106;General public services;General public services n.e.c.;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Sweden;GF0107;General public services;Public debt transactions;27;30;21;19;19;18;17;16;14;12;13;11;10;8;6;6;5;5;5;4
Sweden;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0201;Defence;Military defence;18;18;17;15;14;14;12;12;11;12;12;12;13;11;11;11;10;11;11;11
Sweden;GF0202;Defence;Civil defence;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1
Sweden;GF0203;Defence;Foreign military aid;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1
Sweden;GF0204;Defence;R&D Defence;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0
Sweden;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0301;Public order and safety;Police services;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7
Sweden;GF0302;Public order and safety;Fire-protection services;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0303;Public order and safety;Law courts;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Sweden;GF0304;Public order and safety;Prisons;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0401;Economic affairs;General economic, commercial and labour affairs;8;10;9;9;8;8;8;9;9;10;11;11;11;11;10;11;11;11;11;23
Sweden;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1
Sweden;GF0403;Economic affairs;Fuel and energy;1;1;1;2;3;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1
Sweden;GF0404;Economic affairs;Mining, manufacturing and construction;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sweden;GF0405;Economic affairs;Transport;22;23;24;24;24;24;24;27;29;29;27;29;27;27;26;27;26;27;28;30
Sweden;GF0406;Economic affairs;Communication;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0407;Economic affairs;Other industries;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0408;Economic affairs;R&D Economic affairs;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sweden;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0501;Environmental protection;Waste management;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1
Sweden;GF0502;Environmental protection;Waste water management;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Sweden;GF0601;Housing and community amenities;Housing development;4;2;3;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2
Sweden;GF0602;Housing and community amenities;Community development;2;3;2;3;3;2;2;2;2;2;2;2;2;3;2;2;2;3;3;3
Sweden;GF0603;Housing and community amenities;Water supply;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2
Sweden;GF0604;Housing and community amenities;Street lighting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0701;Health;Medical products, appliances and equipment;8;9;9;9;9;8;8;8;8;8;8;7;7;7;7;8;7;8;7;8
Sweden;GF0702;Health;Outpatient services;25;27;28;27;27;27;27;28;30;29;29;30;30;30;29;30;30;31;32;33
Sweden;GF0703;Health;Hospital services;24;25;26;25;25;25;24;24;26;24;25;26;26;26;26;25;25;25;25;26
Sweden;GF0704;Health;Public health services;2;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3
Sweden;GF0705;Health;R&D Health;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0706;Health;Health n.e.c.;1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0801;Recreation, culture and religion;Recreational and sporting services;4;4;4;4;4;4;4;5;5;5;5;5;5;6;5;5;5;5;6;6
Sweden;GF0802;Recreation, culture and religion;Cultural services;6;6;6;6;6;6;6;6;6;6;5;6;6;5;5;5;5;5;5;6
Sweden;GF0803;Recreation, culture and religion;Broadcasting and publishing services;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0804;Recreation, culture and religion;Religious and other community services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0901;Education;Pre-primary and primary education;37;38;38;37;37;37;36;37;38;37;36;38;39;40;40;41;42;44;44;44
Sweden;GF0902;Education;Secondary education;11;12;12;12;12;12;12;12;13;12;12;11;11;11;10;11;11;11;11;11
Sweden;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0904;Education;Tertiary education;15;14;14;14;14;13;12;12;13;12;12;12;12;12;11;11;11;11;11;12
Sweden;GF0905;Education;Education not definable by level;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Sweden;GF0906;Education;Subsidiary services to education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF0908;Education;Education n.e.c.;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sweden;GF1001;Social protection;Sickness and disability;53;56;58;56;57;54;51;49;50;45;43;42;42;42;41;39;38;37;36;37
Sweden;GF1002;Social protection;Old age;97;98;103;101;101;97;96;99;108;102;100;106;110;108;104;106;105;105;104;107
Sweden;GF1003;Social protection;Survivors;5;5;6;6;5;5;5;5;5;4;4;4;4;3;3;3;3;2;2;2
Sweden;GF1004;Social protection;Family and children;27;26;26;25;25;25;24;24;25;24;24;25;25;25;24;24;24;25;25;25
Sweden;GF1005;Social protection;Unemployment;19;19;20;20;20;18;13;11;14;15;13;14;15;14;13;13;13;12;11;13
Sweden;GF1006;Social protection;Housing;6;5;5;5;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Sweden;GF1007;Social protection;Social exclusion n.e.c.;9;9;9;9;8;8;8;8;9;9;9;9;10;11;12;17;14;11;10;9
Sweden;GF1008;Social protection;R&D Social protection;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sweden;GF1009;Social protection;Social protection n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;16;17;16;15;15;13;13;14;14;14;12;13;13;12;12;12;12;12;13;14
Iceland;GF0102;General public services;Foreign economic aid;1;1;1;1;1;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2
Iceland;GF0103;General public services;General services;7;9;9;8;9;9;11;10;10;11;12;12;12;11;11;11;10;12;11;13
Iceland;GF0104;General public services;Basic research;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1
Iceland;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0106;General public services;General public services n.e.c.;4;1;2;2;2;1;1;2;2;2;1;3;2;3;2;2;15;2;3;4
Iceland;GF0107;General public services;Public debt transactions;95;58;66;67;61;70;72;124;124;87;97;97;86;71;69;62;58;51;44;42
Iceland;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0201;Defence;Military defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
Iceland;GF0203;Defence;Foreign military aid;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0301;Public order and safety;Police services;8;8;8;8;8;8;7;7;9;6;10;7;7;7;7;7;8;8;8;9
Iceland;GF0302;Public order and safety;Fire-protection services;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Iceland;GF0303;Public order and safety;Law courts;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Iceland;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Iceland;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0306;Public order and safety;Public order and safety n.e.c.;1;2;2;3;3;2;2;2;2;2;2;3;3;3;3;2;3;3;3;3
Iceland;GF0401;Economic affairs;General economic, commercial and labour affairs;7;6;6;5;5;5;5;126;10;23;17;8;6;23;13;11;5;6;5;14
Iceland;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;15;14;15;13;15;11;10;11;11;11;11;11;9;9;8;8;8;7;6;7
Iceland;GF0403;Economic affairs;Fuel and energy;2;2;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2
Iceland;GF0404;Economic affairs;Mining, manufacturing and construction;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0405;Economic affairs;Transport;37;32;33;34;31;34;33;37;29;24;20;21;24;23;21;22;25;32;28;29
Iceland;GF0406;Economic affairs;Communication;1;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0
Iceland;GF0407;Economic affairs;Other industries;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Iceland;GF0408;Economic affairs;R&D Economic affairs;5;5;6;6;5;4;3;4;4;4;4;4;4;3;3;4;4;4;3;4
Iceland;GF0409;Economic affairs;Economic affairs n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;3;3;4
Iceland;GF0501;Environmental protection;Waste management;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;4;5
Iceland;GF0502;Environmental protection;Waste water management;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0504;Environmental protection;Protection of biodiversity and landscape;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2
Iceland;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1
Iceland;GF0601;Housing and community amenities;Housing development;2;2;2;2;2;1;1;2;1;2;4;5;2;2;2;3;3;2;2;2
Iceland;GF0602;Housing and community amenities;Community development;3;5;3;3;2;5;2;3;2;2;2;2;2;2;3;3;3;4;4;4
Iceland;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0604;Housing and community amenities;Street lighting;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1
Iceland;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0701;Health;Medical products, appliances and equipment;7;8;8;8;7;7;7;7;8;7;7;7;6;6;5;5;5;5;5;6
Iceland;GF0702;Health;Outpatient services;14;15;16;16;15;15;15;15;15;15;15;15;15;16;16;17;18;17;18;19
Iceland;GF0703;Health;Hospital services;52;58;58;55;53;52;51;50;51;48;47;47;48;49;48;49;50;52;52;57
Iceland;GF0704;Health;Public health services;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0706;Health;Health n.e.c.;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2
Iceland;GF0801;Recreation, culture and religion;Recreational and sporting services;9;12;13;15;13;15;18;17;16;16;14;13;14;14;14;14;15;15;15;17
Iceland;GF0802;Recreation, culture and religion;Cultural services;12;13;15;13;12;12;12;13;14;12;26;11;12;11;11;10;10;11;11;12
Iceland;GF0803;Recreation, culture and religion;Broadcasting and publishing services;2;3;2;2;2;3;2;2;2;3;3;3;3;2;3;2;2;2;2;2
Iceland;GF0804;Recreation, culture and religion;Religious and other community services;5;4;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;2;3
Iceland;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0901;Education;Pre-primary and primary education;32;34;34;33;34;34;33;33;34;32;32;30;30;31;30;29;31;32;31;35
Iceland;GF0902;Education;Secondary education;25;26;26;26;25;25;23;23;24;22;22;22;22;22;22;21;22;22;22;24
Iceland;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0904;Education;Tertiary education;12;13;13;13;14;13;14;14;14;13;13;13;12;12;12;12;13;12;12;14
Iceland;GF0905;Education;Education not definable by level;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Iceland;GF0906;Education;Subsidiary services to education;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2
Iceland;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF0908;Education;Education n.e.c.;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;1;1;1
Iceland;GF1001;Social protection;Sickness and disability;18;18;22;22;22;21;21;23;26;26;28;28;28;29;27;27;29;30;32;35
Iceland;GF1002;Social protection;Old age;22;23;25;25;23;21;21;21;21;19;24;24;23;25;24;67;30;30;32;34
Iceland;GF1003;Social protection;Survivors;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF1004;Social protection;Family and children;20;23;26;25;24;24;24;24;26;25;22;22;23;22;21;20;20;21;22;26
Iceland;GF1005;Social protection;Unemployment;3;4;5;5;3;2;2;3;16;15;14;12;9;7;5;4;5;5;8;28
Iceland;GF1006;Social protection;Housing;7;8;9;8;7;6;6;6;9;10;13;10;7;7;5;5;4;4;4;4
Iceland;GF1007;Social protection;Social exclusion n.e.c.;2;2;2;2;2;2;3;3;4;4;4;4;4;4;4;4;5;5;5;7
Iceland;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iceland;GF1009;Social protection;Social protection n.e.c.;4;4;5;4;4;4;4;8;6;5;3;3;4;4;4;4;4;4;4;5
Norway;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;17;17;16;15;14;13;14;14;17;16;16;15;15;16;18;19;18;17;19;21
Norway;GF0102;General public services;Foreign economic aid;8;8;8;8;9;8;9;8;10;10;9;9;9;9;9;9;9;9;10;11
Norway;GF0103;General public services;General services;5;4;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;6;6
Norway;GF0104;General public services;Basic research;4;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;5;5;6
Norway;GF0105;General public services;R&D General public services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Norway;GF0106;General public services;General public services n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0107;General public services;Public debt transactions;21;20;21;18;18;25;27;21;15;13;12;9;9;8;8;8;7;7;7;7
Norway;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0201;Defence;Military defence;16;18;17;16;14;14;14;14;15;13;14;12;12;13;14;14;15;16;17;19
Norway;GF0202;Defence;Civil defence;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0
Norway;GF0203;Defence;Foreign military aid;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Norway;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0301;Public order and safety;Police services;5;5;5;4;4;4;4;4;5;5;4;4;5;5;5;6;6;6;6;6
Norway;GF0302;Public order and safety;Fire-protection services;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
Norway;GF0303;Public order and safety;Law courts;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2
Norway;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Norway;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0306;Public order and safety;Public order and safety n.e.c.;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0401;Economic affairs;General economic, commercial and labour affairs;6;6;6;5;6;5;4;4;5;6;5;5;5;5;5;5;5;5;5;12
Norway;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;10;10;9;8;7;6;6;6;7;6;6;6;6;6;6;6;6;5;6;4
Norway;GF0403;Economic affairs;Fuel and energy;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12
Norway;GF0404;Economic affairs;Mining, manufacturing and construction;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Norway;GF0405;Economic affairs;Transport;23;25;22;22;20;19;21;22;27;27;27;27;31;33;36;38;37;37;40;45
